URL,ATS,Slug,Job_ID,Company,Job_Title,Role_Family,Archetype_Guess,Remote_Eligible,Geography_Notes,Stretch_Count,Intl_Flex_OK,Seniority_Floor_OK,Search_Anchor,Found_On_Board,Snippet,Discovered_Date
https://job-boards.greenhouse.io/humanagency/jobs/7547791003,greenhouse,humanagency,7547791003,Human Agency,"Chief of Staff - Boston, MA at Human Agency",chief_of_staff,unclear,yes,Remote US; Remote,0,unclear,true,open_remote,greenhouse,"Remote US or Canada, strategic CoS leading operational rhythms",2026-05-11
https://boards.greenhouse.io/hyperiondev/jobs/5784728002,greenhouse,hyperiondev,5784728002,HyperionDev,Director of Partnerships - EMEA at HyperionDev,partnerships_bd,unclear,yes,EMEA; Remote,0,unclear,true,eu,greenhouse,Reports to CCO; flexible/remote,2026-05-11
https://jobs.lever.co/icertis/bf846c9e-f817-496d-a9b2-eb92695332ba,lever,icertis,bf846c9e-f817-496d-a9b2-eb92695332ba,Icertis,Partner Director - Deloitte Europe (Remote) at Icertis,partnerships_bd,unclear,yes,EMEA; Europe; Remote,0,unclear,true,eu,lever,Reports to VP BD EMEA; remote,2026-05-11
https://jobs.lever.co/immutable/9ba4dd87-0955-44ae-92ec-ddd2a6aa516f,lever,immutable,9ba4dd87-0955-44ae-92ec-ddd2a6aa516f,Immutable,Chief of Staff (Operations) at Immutable,chief_of_staff,unclear,unclear,,0,unclear,true,open_remote,lever,Maximise leadership effectiveness; drive cross-functional projects,2026-05-11
https://jobs.lever.co/istaridigital.ai/011da4c8-4be8-4a2b-9af9-39fbad33735c,lever,istaridigital.ai,011da4c8-4be8-4a2b-9af9-39fbad33735c,Istari Digital,Strategic Partnerships Lead at Istari Digital,partnerships_bd,unclear,unclear,,0,unclear,true,dc,lever,Partnerships supporting federal/DoD capture,2026-05-11
https://jobs.lever.co/tryjeeves/f0faf387-8d07-4784-ba28-acae4a16d70a,lever,tryjeeves,f0faf387-8d07-4784-ba28-acae4a16d70a,Jeeves,Head of Global Partnerships at Jeeves,partnerships_bd,unclear,unclear,EMEA; LATAM,0,unclear,true,eu,lever,Global partnerships NA/LATAM/EMEA,2026-05-11
https://jobs.lever.co/tryjeeves/7c0833ed-5bec-47a3-8ddd-a9eb228a856f,lever,tryjeeves,7c0833ed-5bec-47a3-8ddd-a9eb228a856f,Jeeves,Head of Global Risk at Jeeves,strategy_ops,unclear,unclear,,0,unclear,true,latam,lever,Head of global risk,2026-05-11
https://jobs.lever.co/tryjeeves/a731c3c5-8626-4c80-a94d-05c76c7b43c6,lever,tryjeeves,a731c3c5-8626-4c80-a94d-05c76c7b43c6,Jeeves,Global SDR Manager at Jeeves,strategy_ops,unclear,unclear,,0,unclear,true,latam,lever,Global SDR mgr,2026-05-11
https://jobs.ashbyhq.com/jerry/bff33938-bf92-4ce0-92af-e8542a36ff1b,ashby,jerry,bff33938-bf92-4ce0-92af-e8542a36ff1b,Jerry,"VP, Strategic Partnerships at Jerry",partnerships_bd,unclear,unclear,,0,unclear,true,open_remote,ashby,Work anywhere; VP partnerships,2026-05-11
https://job-boards.greenhouse.io/jetzero/jobs/5167706008,greenhouse,jetzero,5167706008,JetZero,Head of Defense Strategy & Military Affairs at JetZero,strategy_ops,unclear,unclear,Defense,0,unclear,true,dc,greenhouse,Senior military or defense professional,2026-05-11
https://jobs.lever.co/jobgether/bf56be25-2527-49da-86d7-131dbae0d410,lever,jobgether,bf56be25-2527-49da-86d7-131dbae0d410,Jobgether,Chief of Staff Remote Work at Jobgether,chief_of_staff,unclear,yes,Remote,0,unclear,true,open_remote,lever,Remote CoS architect of operational effectiveness,2026-05-11
https://jobs.lever.co/jobgether/c9a304d1-f5e5-475d-b9a7-617581c9a90b,lever,jobgether,c9a304d1-f5e5-475d-b9a7-617581c9a90b,Jobgether,"Senior Manager, Expansion Operations (Remote from Kenya) at Jobgether",market_entry,unclear,yes,Remote,0,unclear,true,open_remote,lever,Lead global expansion initiatives; remote Kenya,2026-05-11
https://jobs.lever.co/jobgether/9c70f2e2-a6de-4d96-9e7f-34822312c96a,lever,jobgether,9c70f2e2-a6de-4d96-9e7f-34822312c96a,Jobgether,Country Sales Manager - Brazil - REMOTE at Jobgether,market_entry,unclear,yes,Brazil; Remote,0,unclear,true,latam,lever,Brazil commercial strategy & ops remote,2026-05-11
https://jobs.lever.co/jobgether/45e93a9b-e072-4805-b9fb-b47b690ac1bc,lever,jobgether,45e93a9b-e072-4805-b9fb-b47b690ac1bc,Jobgether,Senior Operations Strategy Director - REMOTE at Jobgether,strategy_ops,unclear,yes,Remote,0,unclear,true,open_remote,lever,Senior tech strategy mgr remote,2026-05-11
https://jobs.lever.co/jobgether/0ea5af4e-9e8e-4732-9f16-488b8e316d5c,lever,jobgether,0ea5af4e-9e8e-4732-9f16-488b8e316d5c,Jobgether,Director Strategic Operations and Transformation at Jobgether,strategy_ops,unclear,unclear,,0,unclear,true,open_remote,lever,Lead enterprise transformation,2026-05-11
https://jobs.lever.co/jobgether/f6967610-aeb8-49eb-8a09-339fc110599e,lever,jobgether,f6967610-aeb8-49eb-8a09-339fc110599e,Jobgether,VP - EMEA Head of HR at Jobgether,strategy_ops,unclear,unclear,EMEA,0,unclear,true,eu,lever,VP EMEA Head of HR,2026-05-11
https://jobs.lever.co/jobgether/9fc9ddc6-c2c3-45cb-abf1-dea3898962c1,lever,jobgether,9fc9ddc6-c2c3-45cb-abf1-dea3898962c1,Jobgether,Principal RWD Strategy Lead - Fully remote (EMEA) at Jobgether,strategy_ops,unclear,yes,EMEA; Remote,0,unclear,true,eu,lever,Principal RWD strategy lead EMEA,2026-05-11
https://jobs.ashbyhq.com/joko/be614378-24e4-4905-b696-40ff5b557911,ashby,joko,be614378-24e4-4905-b696-40ff5b557911,Joko,International Expansion Manager at Joko,market_entry,builder_leaning,unclear,,0,unclear,false,open_remote,ashby,Intl expansion team,2026-05-11
https://jobs.lever.co/jupiterintel/1d1ac74b-8cce-4a3e-ad3d-b4c3a4fdaa9d,lever,jupiterintel,1d1ac74b-8cce-4a3e-ad3d-b4c3a4fdaa9d,Jupiter Intelligence,Director of Strategic Partnerships at Jupiter Intelligence,partnerships_bd,unclear,yes,Remote,0,unclear,true,open_remote,lever,Remote,2026-05-11
https://boards.greenhouse.io/justworks/jobs/5758901,greenhouse,justworks,5758901,Justworks,International Expansion Manager at Justworks,market_entry,builder_leaning,unclear,,0,unclear,false,open_remote,greenhouse,International expansion manager,2026-05-11
https://job-boards.greenhouse.io/justworks/jobs/6978888,greenhouse,justworks,6978888,Justworks,International Expansion Manager - EMEA at Justworks,market_entry,builder_leaning,unclear,EMEA,0,unclear,false,latam,greenhouse,International expansion manager EMEA,2026-05-11
https://jobs.ashbyhq.com/kalshi/062febff-3b0e-477f-8e2a-2bc893e95a76,ashby,kalshi,062febff-3b0e-477f-8e2a-2bc893e95a76,Kalshi,International Expansion at Kalshi,market_entry,builder_leaning,unclear,,0,unclear,false,open_remote,ashby,High-ownership intl expansion; regulatory & operational complexity,2026-05-11
https://job-boards.greenhouse.io/karat/jobs/8228873002,greenhouse,karat,8228873002,Karat,Director of Strategic Initiatives (United States) at Karat,strategy_ops,unclear,unclear,DC,0,unclear,true,dc,greenhouse,Director of strategic initiatives US (incl DC),2026-05-11
https://jobs.ashbyhq.com/katapult-labs/453d19a2-ddd5-4396-9743-86fb2b3f28a9,ashby,katapult-labs,453d19a2-ddd5-4396-9743-86fb2b3f28a9,Katapult Labs,Chief of Staff at Katapult Labs,chief_of_staff,unclear,unclear,,0,unclear,true,open_remote,ashby,"Product-forward builder, founder-level experience",2026-05-11
https://jobs.ashbyhq.com/KAYAK/a266514c-7196-42f5-9c4a-259c30cc9e02,ashby,kayak,a266514c-7196-42f5-9c4a-259c30cc9e02,KAYAK Software Corporation,"France Country Manager, K4B at KAYAK Software Corporation",market_entry,builder_leaning,unclear,France,0,unclear,true,eu,ashby,France K4B CM,2026-05-11
https://jobs.ashbyhq.com/KAYAK/1b0e7985-9f27-4a78-b85b-1372942e7e03,ashby,kayak,1b0e7985-9f27-4a78-b85b-1372942e7e03,KAYAK Software Corporation,"UK Country Manager, K4B at KAYAK Software Corporation",market_entry,builder_leaning,unclear,UK,0,unclear,true,eu,ashby,UK K4B CM,2026-05-11
https://jobs.ashbyhq.com/kimarutalent/7503bf44-a2ad-447b-bd8a-93251b5879fd,ashby,kimarutalent,7503bf44-a2ad-447b-bd8a-93251b5879fd,KIMARU Talent,"Country Manager, Japan at KIMARU Talent",market_entry,builder_leaning,unclear,Japan,1,unclear,true,open_remote,ashby,Japan CM market entry,2026-05-11
https://jobs.lever.co/supportkind/a6a183bc-e770-45d8-85c9-77eb11a4548a,lever,supportkind,a6a183bc-e770-45d8-85c9-77eb11a4548a,KIND,"Manager, Prospect Research and Portfolio Optimization at KIND",strategy_ops,unclear,unclear,,0,unclear,true,dc,lever,Prospect research mgr,2026-05-11
https://jobs.ashbyhq.com/koahlabs/5eb9030b-5531-4b49-896a-31d56822ee3c,ashby,koahlabs,5eb9030b-5531-4b49-896a-31d56822ee3c,Koah,Chief of Staff at Koah,chief_of_staff,unclear,unclear,,0,unclear,true,open_remote,ashby,Directly with founders solving business problems,2026-05-11
https://jobs.ashbyhq.com/kong/b24cf9b8-cbd8-40b4-bbd2-e5cc8ee656d7,ashby,kong,b24cf9b8-cbd8-40b4-bbd2-e5cc8ee656d7,Kong,"Country Manager, India at Kong",market_entry,builder_leaning,unclear,India,1,unclear,true,open_remote,ashby,India CM Kong,2026-05-11
https://jobs.ashbyhq.com/lavendo/07dc5c8b-c177-4ce9-a006-234ff31a5e48,ashby,lavendo,07dc5c8b-c177-4ce9-a006-234ff31a5e48,Lavendo,Strategic Partnerships & M&A Director at Lavendo,partnerships_bd,unclear,yes,Remote US; Remote,0,unclear,true,open_remote,ashby,Remote US,2026-05-11
https://jobs.ashbyhq.com/lemon-markets/86420345-cb8e-4080-a2d2-c4dd67f9affc,ashby,lemon-markets,86420345-cb8e-4080-a2d2-c4dd67f9affc,lemon.markets,Head of Strategic Partnerships at lemon.markets,partnerships_bd,unclear,unclear,,0,unclear,true,eu,ashby,Head of strategic partnerships,2026-05-11
https://job-boards.greenhouse.io/lifted/jobs/7656435003,greenhouse,lifted,7656435003,Lifted,"Director, Strategic Initiatives & Special Projects at Lifted",strategy_ops,unclear,unclear,,0,unclear,true,dc,greenhouse,Director strategic initiatives,2026-05-11
https://jobs.ashbyhq.com/liveflow/df3eb756-fcb2-4a0a-adff-1556c28b919a,ashby,liveflow,df3eb756-fcb2-4a0a-adff-1556c28b919a,LiveFlow,Chief of Staff at LiveFlow,chief_of_staff,unclear,unclear,,0,unclear,true,eu,ashby,CoS at LiveFlow,2026-05-11
https://job-boards.greenhouse.io/loftfederal/jobs/4946201008,greenhouse,loftfederal,4946201008,Loft Federal,Director of Government Affairs at Loft Federal,strategy_ops,unclear,unclear,Defense; dual-use,0,unclear,true,dc,greenhouse,"15+ yrs US Gov relations, defense policy, dual-use tech",2026-05-11
https://jobs.ashbyhq.com/lovable/332aab7e-e07a-4088-822b-1d78a458b7c4,ashby,lovable,332aab7e-e07a-4088-822b-1d78a458b7c4,Lovable,Head of Strategic Operations at Lovable,strategy_ops,builder_leaning,unclear,,0,unclear,true,open_remote,ashby,First Strategic Operations hire; CEO/CFO problem solver,2026-05-11
https://boards.greenhouse.io/loyal36/jobs/4002754008,greenhouse,loyal36,4002754008,Loyal,Chief of Staff to the CEO at Loyal,chief_of_staff,unclear,yes,Remote; San Francisco,0,unclear,true,open_remote,greenhouse,Remote with frequent in-person time; San Francisco,2026-05-11
https://job-boards.greenhouse.io/loyal36/jobs/4976871008,greenhouse,loyal36,4976871008,Loyal,Fractional Chief Financial Officer at Loyal,chief_of_staff,unclear,unclear,,0,unclear,true,open_remote,greenhouse,Fractional CFO (not CoS),2026-05-11
https://boards.greenhouse.io/103644278/jobs/5224812,greenhouse,103644278,5224812,Lume Deodorant,International Expansion Manager at Lume Deodorant,market_entry,builder_leaning,unclear,,0,unclear,false,open_remote,greenhouse,International expansion manager,2026-05-11
https://jobs.ashbyhq.com/machinify/3e9e3ce0-2d73-493b-80c8-2d608eda99ba,ashby,machinify,3e9e3ce0-2d73-493b-80c8-2d608eda99ba,Machinify,Chief Of Staff | CTO at Machinify,chief_of_staff,unclear,unclear,,0,unclear,true,dc,ashby,CoS to CTO,2026-05-11
https://jobs.lever.co/manomano/ce6be8e7-6908-48ef-9eed-26cfcaadb6ff,lever,manomano,ce6be8e7-6908-48ef-9eed-26cfcaadb6ff,ManoMano,Strategic Program Lead W/M - International expansion of sellers at ManoMano,market_entry,builder_leaning,unclear,,0,unclear,false,dc,lever,Strategic program lead intl expansion,2026-05-11
https://jobs.lever.co/matchgroup/fa635125-4e91-432f-be5b-b83eb4e190fc,lever,matchgroup,fa635125-4e91-432f-be5b-b83eb4e190fc,Match Group,Director / Sr. Director - Strategy at Match Group,strategy_ops,unclear,unclear,,0,unclear,true,open_remote,lever,Reports to VP Strategy; prefer Dallas hybrid,2026-05-11
https://job-boards.greenhouse.io/matteprojects/jobs/5427850004,greenhouse,matteprojects,5427850004,Matte Projects,"Head of Strategy (On-site, Hybrid) at Matte Projects",strategy_ops,unclear,unclear,NYC,0,unclear,true,open_remote,greenhouse,On-site hybrid NYC,2026-05-11
https://job-boards.greenhouse.io/medier/jobs/4668590101,greenhouse,medier,4668590101,Medier,Country Manager - Portugal at Medier,market_entry,builder_leaning,yes,Portugal; Remote,0,true,true,eu,greenhouse,Remote position in iGaming; Portugal P&L,2026-05-11
https://jobs.ashbyhq.com/mimica/87425be0-a592-4ce2-9d5a-9f045cbb4d66,ashby,mimica,87425be0-a592-4ce2-9d5a-9f045cbb4d66,Mimica,Head of Partnerships at Mimica,partnerships_bd,unclear,unclear,,0,unclear,true,latam,ashby,Head of partnerships Mimica,2026-05-11
https://jobs.ashbyhq.com/monumental/a2cc094c-334b-45a1-80a5-39ade7ee78fb,ashby,monumental,a2cc094c-334b-45a1-80a5-39ade7ee78fb,Monumental,"Country Manager, UK at Monumental",market_entry,builder_leaning,unclear,UK,0,unclear,true,dc,ashby,UK CM Monumental,2026-05-11
https://jobs.ashbyhq.com/myTomorrows/ac040462-83a1-4de1-8e7d-dd6b00c82089,ashby,mytomorrows,ac040462-83a1-4de1-8e7d-dd6b00c82089,myTomorrows,Chief of Staff at myTomorrows,chief_of_staff,unclear,unclear,,0,unclear,true,eu,ashby,CoS at myTomorrows,2026-05-11
https://jobs.lever.co/nekohealth/eb8a1b8b-3138-4894-9478-4d8d1a97e21a,lever,nekohealth,eb8a1b8b-3138-4894-9478-4d8d1a97e21a,Neko Health,"Head of Expansion, International (EMEA) at Neko Health",market_entry,builder_leaning,unclear,EMEA; Europe,0,unclear,false,eu,lever,Lead Europe growth strategy; healthcare clinics,2026-05-11
https://jobs.lever.co/nekohealth/d1c28b5d-9963-4758-83da-003f31662fbc,lever,nekohealth,d1c28b5d-9963-4758-83da-003f31662fbc,Neko Health,"Head of Real Estate, International (EMEA) at Neko Health",strategy_ops,unclear,unclear,EMEA,0,unclear,false,eu,lever,Head of Real Estate Intl EMEA,2026-05-11
https://jobs.ashbyhq.com/netic/65d3af69-33a1-4867-818c-8d0bc5de99f6,ashby,netic,65d3af69-33a1-4867-818c-8d0bc5de99f6,Netic,Chief of Staff at Netic,chief_of_staff,unclear,unclear,,0,unclear,true,dc,ashby,CoS at Netic,2026-05-11
https://boards.greenhouse.io/netlify/jobs/7064358002,greenhouse,netlify,7064358002,Netlify,"Partner Manager, Tech Partnerships (EMEA) at Netlify",partnerships_bd,unclear,yes,EMEA; Remote; UK,0,unclear,true,eu,greenhouse,Remote UK,2026-05-11
https://job-boards.greenhouse.io/newrelic/jobs/4949013008,greenhouse,newrelic,4949013008,New Relic,"Country Manager, Japan (Sales) at New Relic",market_entry,builder_leaning,unclear,Japan,1,unclear,true,open_remote,greenhouse,CM Japan,2026-05-11
https://job-boards.greenhouse.io/nex/jobs/5023907008,greenhouse,nex,5023907008,Nex,Head of EMEA Supply Chain & Global Logistics Program Manager,strategy_ops,unclear,unclear,EMEA,0,unclear,true,eu,greenhouse,Supply chain head EMEA,2026-05-11
https://jobs.lever.co/nextech/fa8fd826-0554-4775-855f-a312c85f28b0,lever,nextech,fa8fd826-0554-4775-855f-a312c85f28b0,Nextech,Director of Strategic Partnerships (Remote - United States) at Nextech,partnerships_bd,unclear,yes,Remote US; Remote,0,unclear,true,open_remote,lever,Healthcare SaaS partnerships director; remote US,2026-05-11
https://jobs.lever.co/Nithio/aaaa34d2-1409-4d9b-8d7e-c3ac30c285ed,lever,nithio,aaaa34d2-1409-4d9b-8d7e-c3ac30c285ed,Nithio,Head of Partnerships at Nithio,partnerships_bd,unclear,unclear,,0,unclear,true,latam,lever,Head of Partnerships,2026-05-11
https://jobs.lever.co/nordsec/348c9cbe-038b-4b75-9bc2-1ab197c5b039,lever,nordsec,348c9cbe-038b-4b75-9bc2-1ab197c5b039,Nord Security,Associate Country manager for LATAM Countries at Nord Security,market_entry,builder_leaning,unclear,LATAM,0,unclear,true,latam,lever,Associate CM LATAM,2026-05-11
https://jobs.ashbyhq.com/northwoodspace/8e45a5fa-5005-4041-8bb0-18ba2cc250a3,ashby,northwoodspace,8e45a5fa-5005-4041-8bb0-18ba2cc250a3,northwoodspace,Head of Partnerships at northwoodspace,partnerships_bd,unclear,unclear,,0,unclear,true,eu,ashby,"Strategic partnerships across intl, new business, emerging operating models",2026-05-11
https://jobs.lever.co/novaspace/ffff1ca5-d581-4fef-a18d-3d6003b69b9f,lever,novaspace,ffff1ca5-d581-4fef-a18d-3d6003b69b9f,Novaspace,Manager Space & Defence - Europe at Novaspace,chief_of_staff,unclear,unclear,Europe,0,unclear,true,dc,lever,Space & Defence consulting Europe,2026-05-11
https://jobs.lever.co/novaspace/35d1c020-d1c2-4aba-96cf-823907f7b706,lever,novaspace,35d1c020-d1c2-4aba-96cf-823907f7b706,Novaspace,Consultant Space & Defence - Europe at Novaspace,chief_of_staff,unclear,unclear,Europe,0,unclear,false,dc,lever,Consultant space & defence,2026-05-11
https://job-boards.greenhouse.io/nuitee/jobs/4835260101,greenhouse,nuitee,4835260101,Nuitée,Business Development Director (EMEA/Remote) at Nuitée,strategy_ops,unclear,yes,EMEA; Remote,0,unclear,true,eu,greenhouse,BD director EMEA remote,2026-05-11
https://jobs.ashbyhq.com/obviant/84a13fe1-abed-47eb-a00d-60b9832f91d8,ashby,obviant,84a13fe1-abed-47eb-a00d-60b9832f91d8,Obviant,GTM - Commercial at Obviant,market_entry,unclear,unclear,Defense,0,unclear,false,dc,ashby,Defense data acquisition; GTM commercial,2026-05-11
https://jobs.lever.co/ogury/39ba6f7b-179d-441e-92ac-a3f88a1a4848,lever,ogury,39ba6f7b-179d-441e-92ac-a3f88a1a4848,Ogury,Country Manager at Ogury,market_entry,builder_leaning,unclear,,0,unclear,true,dc,lever,CM launching Canadian sales office,2026-05-11
https://job-boards.greenhouse.io/oklo/jobs/5741264004,greenhouse,oklo,5741264004,Oklo,"Director of Business Development, Defense & National Security at Oklo",strategy_ops,unclear,unclear,DC; Defense,0,unclear,true,dc,greenhouse,BD Defense & National Security; DC travel,2026-05-11
https://jobs.lever.co/Onehouse/a3f089cf-4717-4556-96bb-754611a94314,lever,onehouse,a3f089cf-4717-4556-96bb-754611a94314,Onehouse,Chief of Staff at Onehouse,chief_of_staff,unclear,unclear,,0,unclear,true,open_remote,lever,"Operate across Sales, Marketing, Product, Finance & Leadership",2026-05-11
https://jobs.ashbyhq.com/openai/5a43b00d-b9e2-4c23-898e-d25740233c95,ashby,openai,5a43b00d-b9e2-4c23-898e-d25740233c95,OpenAI,"Head of Talent & Influencer, Brazil & LATAM at OpenAI",chief_of_staff,unclear,unclear,Brazil; LATAM,0,unclear,true,latam,ashby,Multi-year strategy Brazil & Spanish-speaking LATAM,2026-05-11
https://jobs.ashbyhq.com/openai/95247010-7399-421d-a763-9f09e4c170d9,ashby,openai,95247010-7399-421d-a763-9f09e4c170d9,OpenAI,"Director of Finance, Strategic Partnerships at OpenAI",partnerships_bd,unclear,unclear,,0,unclear,true,open_remote,ashby,Director of Finance partnerships OpenAI,2026-05-11
https://jobs.ashbyhq.com/openai/c779c474-b4c0-4b88-a9d1-9371c5a575c8,ashby,openai,c779c474-b4c0-4b88-a9d1-9371c5a575c8,OpenAI,Head of EMEA Product Partnerships at OpenAI,partnerships_bd,unclear,unclear,EMEA; Paris; London,0,unclear,true,eu,ashby,EMEA partnerships; Paris/London/Dublin/Munich,2026-05-11
https://jobs.ashbyhq.com/openai/bcc0a281-7a58-4840-bda3-c8f3e2136873,ashby,openai,bcc0a281-7a58-4840-bda3-c8f3e2136873,OpenAI,"Account Director, International Expansion at OpenAI",market_entry,builder_leaning,unclear,Brazil; LATAM,0,unclear,false,open_remote,ashby,Founding team Brazil; LATAM lighthouse customers,2026-05-11
https://jobs.ashbyhq.com/openai/9abc8099-1f84-42d2-8018-f86cbc739a0f,ashby,openai,9abc8099-1f84-42d2-8018-f86cbc739a0f,OpenAI,"Head of Operations and Strategy, GTM Finance at OpenAI",strategy_ops,unclear,unclear,,0,unclear,true,open_remote,ashby,Chief architect of strategy/operating models,2026-05-11
https://jobs.lever.co/openx/5f37505b-1cde-403c-96a6-410ef2f514d9,lever,openx,5f37505b-1cde-403c-96a6-410ef2f514d9,OpenX,Strategic Partnerships Director at OpenX,partnerships_bd,unclear,unclear,,0,unclear,true,open_remote,lever,Strategic partnerships director,2026-05-11
https://boards.greenhouse.io/opploans/jobs/4181141003,greenhouse,opploans,4181141003,OppLoans,"Director, Strategy & Operations at OppLoans",strategy_ops,unclear,unclear,,0,unclear,true,open_remote,greenhouse,Director strategy & ops,2026-05-11
https://jobs.ashbyhq.com/optro/f66b8e08-41c0-4dfd-8cad-30dd70807bce,ashby,optro,f66b8e08-41c0-4dfd-8cad-30dd70807bce,Optro,Strategic Technology Partnerships Director at Optro,partnerships_bd,unclear,unclear,,0,unclear,true,open_remote,ashby,Strategic tech partnerships director,2026-05-11
https://boards.greenhouse.io/outschool/jobs/4313671006,greenhouse,outschool,4313671006,Outschool,International Growth & Expansion Lead at Outschool,market_entry,unclear,unclear,,0,unclear,false,open_remote,greenhouse,Intl growth lead,2026-05-11
https://jobs.lever.co/owner/248cac79-d1f0-450f-b32f-5cec0ee8b5d8,lever,owner,248cac79-d1f0-450f-b32f-5cec0ee8b5d8,Owner,"People Business Partner, CX and G&A at Owner",chief_of_staff,unclear,unclear,,0,unclear,false,open_remote,lever,Not CoS — PBP role,2026-05-11
https://jobs.lever.co/owner/b8ac203f-6e2b-4745-83b3-0832192c8ccd,lever,owner,b8ac203f-6e2b-4745-83b3-0832192c8ccd,Owner,Strategic Operations Lead at Owner,strategy_ops,builder_leaning,yes,Remote,0,unclear,true,open_remote,lever,Remote-first global; first strategic ops hire alongside COO & CoS; $160-185K,2026-05-11
https://jobs.lever.co/palantir/ead4e034-e6e1-4993-86d1-ad9b8e2933a5,lever,palantir,ead4e034-e6e1-4993-86d1-ad9b8e2933a5,Palantir,Deployment Strategist - US Government at Palantir,chief_of_staff,unclear,unclear,,0,unclear,false,dc,lever,Deployment strategist US Gov,2026-05-11
https://jobs.lever.co/palantir/320bc538-d707-4976-9ad1-44568c0a8ab9,lever,palantir,320bc538-d707-4976-9ad1-44568c0a8ab9,Palantir,Industrial Security Specialist at Palantir,chief_of_staff,unclear,unclear,,0,unclear,false,dc,lever,Industrial Security Specialist,2026-05-11
https://jobs.lever.co/palantir/f7dbfdf1-0bb1-4c11-ac15-6a139cee3410,lever,palantir,f7dbfdf1-0bb1-4c11-ac15-6a139cee3410,Palantir,Software Engineer - Defense Applications at Palantir,chief_of_staff,unclear,unclear,Defense,0,unclear,false,dc,lever,Software engineer defense,2026-05-11
https://jobs.ashbyhq.com/pano-ai/46aa2279-be3c-4491-9427-21c3e4c79dd5,ashby,pano-ai,46aa2279-be3c-4491-9427-21c3e4c79dd5,Pano AI,Chief of Staff to the CEO at Pano AI,chief_of_staff,unclear,yes,Remote,0,unclear,true,open_remote,ashby,150+ person hybrid-remote SF HQ,2026-05-11
https://jobs.ashbyhq.com/pareto-ai/67c922b4-29bd-461d-b2ad-878aa3475098,ashby,pareto-ai,67c922b4-29bd-461d-b2ad-878aa3475098,Pareto.AI,"Executive Assistant, Latin America at Pareto.AI",chief_of_staff,unclear,unclear,LATAM; Latin America,0,unclear,false,latam,ashby,EA LatAm,2026-05-11
https://jobs.lever.co/pattern/5482eddc-0322-4fa0-9a33-1e1c4a20ad0d,lever,pattern,5482eddc-0322-4fa0-9a33-1e1c4a20ad0d,Pattern,Director of Strategy at Pattern,strategy_ops,unclear,yes,Remote,0,unclear,true,open_remote,lever,Execution partner to CGO; M&A; remote,2026-05-11
https://jobs.lever.co/photoroom/8803f4ca-e611-4e00-b867-8e9b5fec71c4,lever,photoroom,8803f4ca-e611-4e00-b867-8e9b5fec71c4,PhotoRoom,International Growth Manager at PhotoRoom,market_entry,unclear,unclear,Europe; Paris,0,true,false,eu,lever,Intl growth; anywhere in Europe with monthly Paris trip,2026-05-11
https://jobs.ashbyhq.com/picogrid/3757a689-fbf2-4b92-b1fe-18bf10ed3a75,ashby,picogrid,3757a689-fbf2-4b92-b1fe-18bf10ed3a75,Picogrid,Chief of Staff at Picogrid,chief_of_staff,unclear,unclear,Defense,0,unclear,true,dc,ashby,Venture-backed defense tech; partner with CEO,2026-05-11
https://jobs.lever.co/pigment/ddb30975-39f7-4f3c-b7bd-f4dece2d182f,lever,pigment,ddb30975-39f7-4f3c-b7bd-f4dece2d182f,Pigment,Head of Partnerships EMEA at Pigment,partnerships_bd,unclear,unclear,EMEA,0,unclear,true,eu,lever,EMEA SaaS partner leadership,2026-05-11
https://jobs.lever.co/policyme/cf5199e8-4ca6-41d6-8d31-48cb8cf3cca6,lever,policyme,cf5199e8-4ca6-41d6-8d31-48cb8cf3cca6,PolicyMe,Director of Partnerships (Remote) at PolicyMe,partnerships_bd,unclear,yes,Remote,0,unclear,true,open_remote,lever,External partner relationships; remote,2026-05-11
https://jobs.lever.co/powdevs/10d72254-caef-47fe-9707-b2c801c06079,lever,powdevs,10d72254-caef-47fe-9707-b2c801c06079,Powdevs,Senior Account Executive / Head of Revenue (LATAM) at Powdevs,strategy_ops,unclear,unclear,LATAM,0,unclear,true,latam,lever,Sr AE / Head of Revenue LATAM,2026-05-11
https://job-boards.greenhouse.io/powerdigitalmarketing/jobs/4560259007,greenhouse,powerdigitalmarketing,4560259007,Power Digital,"Director of Strategic Partnerships, Fusepoint at Power Digital",partnerships_bd,unclear,yes,Remote,0,unclear,true,open_remote,greenhouse,"100% remote, US-eligible",2026-05-11
https://jobs.lever.co/ppro/fefb6a94-ced1-402d-816f-afcf1ba1bcd0,lever,ppro,fefb6a94-ced1-402d-816f-afcf1ba1bcd0,PPRO,"Director, Payment Partnerships, LatAm at PPRO",partnerships_bd,unclear,unclear,LATAM; São Paulo,0,unclear,true,latam,lever,São Paulo; reports to VP Global Payment Partnerships,2026-05-11
https://jobs.ashbyhq.com/pragmatico/49cb2fde-137a-4dc6-bcf9-2e70ffed9c0c,ashby,pragmatico,49cb2fde-137a-4dc6-bcf9-2e70ffed9c0c,Pragmatico,Chief of Staff at Pragmatico,chief_of_staff,unclear,unclear,,0,unclear,true,eu,ashby,Posted Dec 2025,2026-05-11
